Id,TicketType,TicketPrice,ClientId,ZooId
11096,Senior,15,9254,2
11097,Full,5,1968,1
11098,Full,5,10457,7
11099,Junior,15,29236,1
11100,Junior,10,14598,4
11101,Senior,5,24403,4
11102,Junior,15,16163,5
11103,Full,5,20514,8
11104,Senior,15,13719,2
11105,Full,15,18962,5
11106,Senior,10,23512,7
11107,Full,10,25747,9
11108,Junior,15,2762,6
11109,Senior,15,26151,4
11110,Senior,15,18203,2
11111,Senior,10,26583,2
11112,Senior,10,16452,1
11113,Junior,15,29307,1
11114,Full,15,25541,6
11115,Junior,15,14676,7
11116,Junior,15,14906,2
11117,Full,15,26539,1
11118,Junior,5,29491,5
11119,Full,15,28117,1
11120,Full,15,20392,5
11121,Junior,15,28521,4
11122,Junior,15,21797,7
11123,Full,15,16567,8
11124,Junior,15,9837,0
11125,Senior,10,9765,5
11126,Senior,10,6498,1
11127,Full,5,8697,1
11128,Full,10,28568,0
11129,Junior,15,6719,8
11130,Junior,5,2227,6
11131,Senior,15,20057,6
11132,Junior,10,14530,1
11133,Senior,15,9196,2
11134,Junior,5,27558,6
11135,Junior,10,4422,4
11136,Full,10,24017,3
11137,Senior,10,7595,3
11138,Junior,10,13271,0
11139,Junior,15,6803,0
11140,Junior,10,2208,3
11141,Full,15,23190,0
11142,Junior,5,9212,0
11143,Full,5,6913,8
11144,Full,5,22855,3
11145,Junior,10,22428,1
11146,Senior,10,192,7
11147,Senior,5,10834,3
11148,Full,15,28419,1
11149,Junior,5,8976,7
11150,Senior,5,13025,8
11151,Full,15,17421,4
11152,Senior,5,22487,0
11153,Senior,5,8900,0
11154,Senior,5,24116,2
11155,Senior,15,19926,2
11156,Full,10,15537,4
11157,Junior,15,302,0
11158,Full,10,17371,5
11159,Senior,15,15624,0
11160,Senior,10,27045,5
11161,Junior,10,21764,6
11162,Full,5,1614,2
11163,Full,15,17650,8
11164,Junior,15,9092,6
11165,Full,15,13265,6
11166,Full,5,19706,5
11167,Junior,10,26766,8
11168,Full,10,3547,9
11169,Junior,15,15355,6
11170,Senior,10,5822,3
11171,Senior,10,10074,9
11172,Junior,5,21996,9
11173,Junior,10,22207,0
11174,Junior,10,29875,4
11175,Senior,10,2492,3
11176,Senior,10,17629,9
11177,Senior,10,1049,5
11178,Full,5,15332,6
11179,Junior,15,7139,6
11180,Full,15,25671,1
11181,Full,5,25145,2
11182,Junior,10,12754,7
11183,Senior,10,25827,5
11184,Senior,15,23681,3
11185,Junior,5,4077,4
11186,Senior,15,27120,3
11187,Full,10,9978,1
11188,Full,15,18208,1
11189,Senior,5,17673,7
11190,Full,5,28045,6
11191,Senior,10,22702,6
11192,Full,5,539,9
11193,Junior,5,29459,5
11194,Senior,15,28374,6
11195,Senior,10,14781,6
11196,Senior,10,9528,3
11197,Full,15,29410,4
11198,Senior,5,18337,8
11199,Senior,10,28027,2
11200,Junior,10,27745,6
11201,Senior,5,7067,9
11202,Full,5,19887,6
11203,Full,10,16121,0
11204,Junior,5,21494,1
11205,Full,5,973,7
11206,Senior,15,24539,1
11207,Senior,10,4209,4
11208,Junior,5,23769,9
11209,Senior,5,6555,4
11210,Senior,15,11813,1
11211,Junior,10,26043,5
11212,Senior,5,10433,6
11213,Senior,10,29079,3
11214,Junior,15,12813,4
11215,Junior,15,27976,1
11216,Senior,15,11480,5
11217,Junior,10,22540,7
11218,Senior,5,28485,4
11219,Senior,10,17105,4
11220,Senior,15,19914,2
11221,Senior,5,20850,3
11222,Junior,15,23539,1
11223,Full,10,2361,4
11224,Full,15,4800,0
11225,Full,5,28069,6
11226,Senior,5,24319,1
11227,Junior,15,8148,2
11228,Senior,15,21269,0
11229,Junior,5,10452,5
11230,Senior,5,19698,4
11231,Full,15,349,9
11232,Junior,10,19723,5
11233,Senior,15,13785,0
11234,Junior,10,26880,4
11235,Full,5,16570,4
11236,Junior,15,17077,0
11237,Junior,5,1690,3
11238,Full,5,24670,8
11239,Junior,15,5307,4
11240,Full,5,29752,6
11241,Junior,5,17271,1
11242,Senior,15,20397,3
11243,Junior,10,29090,5
11244,Junior,10,13130,9
11245,Junior,10,27861,5
11246,Senior,5,13795,0
11247,Senior,10,21304,7
11248,Full,5,25472,1
11249,Junior,15,12170,9
11250,Junior,15,24775,9
11251,Junior,5,26038,8
11252,Full,15,4488,9
11253,Senior,15,23223,9
11254,Senior,10,2976,5
11255,Full,10,24189,9
11256,Senior,10,21080,4
11257,Full,10,16335,2
11258,Senior,5,4442,6
11259,Full,10,29078,8
11260,Junior,5,20030,8
11261,Junior,10,25426,2
11262,Full,10,16416,6
11263,Senior,15,22284,3
11264,Full,10,23335,8
11265,Full,10,579,9
11266,Junior,5,23956,6
11267,Senior,15,3430,9
11268,Senior,15,18261,8
11269,Senior,5,21717,7
11270,Junior,5,19883,1
11271,Senior,5,25384,3
11272,Full,15,23085,2
11273,Full,5,9345,5
11274,Senior,10,9644,0
11275,Senior,15,18430,3
11276,Full,5,23883,4
11277,Junior,5,26993,2
11278,Junior,15,5670,7
11279,Full,15,18636,1
11280,Junior,5,26033,2
11281,Junior,10,13594,4
11282,Full,10,4670,8
11283,Junior,5,26380,3
11284,Senior,10,13105,5
11285,Junior,15,5909,6
11286,Full,10,6178,1
11287,Senior,5,2468,8
11288,Junior,10,12723,7
11289,Junior,10,28397,2
11290,Full,5,23878,7
11291,Full,10,24032,5
11292,Senior,15,11320,6
11293,Full,5,5588,7
11294,Junior,10,26163,9
11295,Senior,10,25548,5
11296,Junior,5,23712,6
11297,Full,5,3855,4
11298,Full,5,18549,7
11299,Senior,10,19109,5
11300,Senior,15,22292,6
11301,Full,15,8265,7
11302,Junior,10,5452,7
11303,Full,15,24547,3
11304,Senior,5,15738,8
11305,Full,10,22536,4
11306,Full,5,5242,6
11307,Junior,10,11407,0
11308,Full,15,15993,0
11309,Full,15,22084,8
11310,Full,5,5761,4
11311,Junior,5,23108,8
11312,Senior,15,29702,3
11313,Full,5,13708,7
11314,Senior,5,6388,7
11315,Junior,15,10550,4
11316,Senior,10,23585,8
11317,Senior,5,14076,0
11318,Senior,5,13333,4
11319,Senior,10,8935,7
11320,Junior,5,24940,5
11321,Senior,15,9748,7
11322,Senior,15,28184,7
11323,Senior,5,23922,6
11324,Full,15,14103,7
11325,Junior,10,19081,3
11326,Full,10,8764,9
11327,Senior,5,24622,2
11328,Senior,10,17954,2
11329,Senior,5,16751,6
11330,Senior,5,22505,6
11331,Junior,5,25878,1
11332,Junior,5,10627,7
11333,Full,5,12180,2
11334,Senior,10,20851,6
11335,Senior,5,29376,5
11336,Junior,10,12003,8
11337,Senior,5,15957,7
11338,Junior,5,23797,8
11339,Senior,10,11827,0
11340,Full,15,12990,8
11341,Senior,10,1274,5
11342,Senior,5,1622,9
11343,Full,10,9925,2
11344,Junior,10,24930,1
11345,Full,15,29967,1
11346,Junior,5,21937,5
11347,Senior,15,26231,0
11348,Junior,5,21803,7
11349,Senior,15,24579,9
11350,Senior,5,25229,6
11351,Full,5,28659,3
11352,Full,10,2426,9
11353,Full,15,27368,6
11354,Senior,15,10221,3
11355,Full,10,28176,7
11356,Senior,5,3094,2
11357,Senior,10,16264,9
11358,Full,10,8324,1
11359,Junior,15,5774,5
11360,Senior,15,14971,0
11361,Junior,5,26761,5
11362,Full,15,1439,2
11363,Senior,5,17690,1
11364,Full,15,6737,7
11365,Junior,5,27067,1
11366,Junior,5,13109,5
11367,Senior,5,2966,7
11368,Senior,5,11768,2
11369,Junior,5,27085,2
11370,Full,5,17363,3
11371,Senior,5,25600,6
11372,Full,10,23259,3
11373,Senior,15,9781,3
11374,Senior,5,6178,5
11375,Junior,5,4511,8
11376,Senior,15,22423,7
11377,Senior,10,29437,2
11378,Senior,10,20675,2
11379,Junior,15,9532,3
11380,Full,5,27317,4
11381,Senior,15,945,5
11382,Full,5,5694,9
11383,Senior,15,14864,6
11384,Full,10,18880,9
11385,Full,5,18868,8
11386,Senior,10,7098,2
11387,Full,10,1461,2
11388,Junior,15,6600,6
11389,Senior,15,18894,6
11390,Full,15,21108,6
11391,Senior,15,14241,9
11392,Full,5,5166,9
11393,Full,10,16671,2
11394,Full,15,26154,2
11395,Full,5,4550,3
11396,Junior,5,25375,3
11397,Junior,5,5923,7
11398,Full,10,12284,7
11399,Junior,5,13116,5
11400,Junior,15,22147,8
11401,Senior,10,26637,2
11402,Junior,15,27024,7
11403,Junior,15,1558,2
11404,Full,15,22536,6
11405,Junior,5,17469,9
11406,Junior,5,11064,4
11407,Senior,15,11895,1
11408,Full,10,23799,4
11409,Senior,15,17487,9
11410,Full,15,18100,2
11411,Junior,10,12141,6
11412,Senior,5,28665,0
11413,Full,15,21694,0
11414,Senior,10,11728,3
11415,Senior,10,25513,5
11416,Junior,10,3454,0
11417,Junior,15,3714,5
11418,Senior,5,25740,3
11419,Junior,15,18565,6
11420,Full,15,25050,8
11421,Senior,10,11095,7
11422,Senior,15,22030,0
11423,Senior,15,25669,7
11424,Senior,5,947,5
11425,Junior,5,15164,5
11426,Junior,10,3662,9
11427,Full,10,26077,5
11428,Full,5,18000,2
11429,Junior,10,11779,9
11430,Full,5,7862,5
11431,Senior,5,17709,5
11432,Senior,15,7366,6
11433,Full,5,10708,9
11434,Junior,5,25027,6
11435,Senior,5,4529,2
11436,Junior,5,16678,4
11437,Full,15,17903,1
11438,Junior,5,22305,4
11439,Junior,10,23813,4
11440,Junior,10,28435,6
11441,Junior,5,14555,6
11442,Junior,10,16373,2
11443,Senior,5,18926,0
11444,Full,10,3888,3
11445,Junior,15,7045,1
11446,Junior,10,10270,5
11447,Full,10,2217,6
11448,Full,15,28593,7
11449,Full,10,24247,4
11450,Full,15,13297,7
11451,Junior,15,26937,4
11452,Full,15,21760,1
11453,Senior,5,11384,2
11454,Junior,15,14157,2
11455,Full,15,15863,2
11456,Senior,15,3849,5
11457,Full,15,11387,7
11458,Full,10,10028,2
11459,Full,15,5710,4
11460,Junior,15,2494,9
11461,Senior,15,29637,2
11462,Senior,15,17424,9
11463,Full,5,8401,1
11464,Full,5,9415,7
11465,Junior,15,27758,4
11466,Junior,5,4349,5
11467,Senior,5,16081,4
11468,Full,15,24000,1
11469,Senior,10,22281,2
11470,Full,15,6274,7
11471,Senior,10,11673,6
11472,Senior,15,449,1
11473,Junior,5,24996,4
11474,Senior,10,23519,4
11475,Junior,5,10306,6
11476,Junior,5,25532,3
11477,Full,10,16414,7
11478,Junior,10,19610,8
11479,Full,10,20834,3
11480,Full,5,21479,9
11481,Junior,15,26641,0
11482,Senior,15,20982,9
11483,Full,5,14160,9
11484,Junior,15,3761,2
11485,Senior,15,6902,2
11486,Full,10,22099,4
11487,Full,5,2136,0
11488,Senior,10,9281,0
11489,Full,15,7667,3
11490,Senior,5,12801,9
11491,Senior,5,29293,6
11492,Senior,10,27361,7
11493,Junior,10,2841,2
11494,Senior,15,3775,0
11495,Junior,15,17528,0
11496,Senior,5,27161,9
11497,Full,10,16012,8
11498,Junior,5,81,1
11499,Junior,5,12210,6
11500,Junior,15,24431,7
11501,Junior,10,17484,0
11502,Senior,15,3216,7
11503,Full,10,6341,9
11504,Senior,15,11145,5
11505,Full,10,6672,8
11506,Full,15,15107,4
11507,Full,5,25978,4
11508,Full,10,23867,6
11509,Full,15,14331,2
11510,Senior,5,18751,3
11511,Full,10,27957,1
11512,Junior,10,15533,4
11513,Junior,10,6667,2
11514,Senior,10,8712,2
11515,Junior,10,1362,1
11516,Full,10,12223,6
11517,Junior,15,19848,5
11518,Junior,5,22197,9
11519,Senior,5,4720,0
11520,Junior,5,20103,9
11521,Full,5,23713,2
11522,Full,10,1024,6
11523,Full,10,17457,9
11524,Full,15,10918,8
11525,Junior,10,19272,9
11526,Senior,5,15531,6
11527,Full,10,13145,5
11528,Junior,5,22448,9
11529,Senior,10,6742,5
11530,Junior,15,25101,6
11531,Junior,15,3138,3
11532,Junior,10,29795,2
11533,Full,10,27931,0
11534,Full,5,28157,5
11535,Junior,5,10975,6
11536,Senior,5,27993,1
11537,Senior,5,7763,2
11538,Senior,5,28257,5
11539,Senior,15,12004,9
11540,Full,5,28081,5
11541,Senior,15,17401,2
11542,Senior,15,14125,2
11543,Full,10,8956,5
11544,Senior,10,27024,5
11545,Senior,5,3465,3
11546,Junior,10,12344,0
11547,Full,15,7403,2
11548,Junior,15,14276,2
11549,Full,10,6473,4
11550,Junior,15,25955,5
11551,Junior,5,3938,6
11552,Full,15,7796,0
11553,Full,5,17067,3
11554,Full,5,639,0
11555,Senior,5,24409,2
11556,Senior,10,18158,9
11557,Full,15,10958,1
11558,Full,10,16807,7
11559,Senior,15,26802,5
11560,Junior,15,5071,8
11561,Senior,15,7816,2
11562,Senior,5,9255,7
11563,Full,10,18591,9
11564,Full,10,4907,9
11565,Senior,15,9569,1
11566,Junior,5,25319,1
11567,Full,5,13482,7
11568,Full,15,23614,0
11569,Senior,5,8094,6
11570,Senior,15,23298,8
11571,Senior,5,1704,8
11572,Full,15,26034,2
11573,Junior,5,14867,2
11574,Senior,15,17567,6
11575,Senior,5,334,2
11576,Full,15,484,5
11577,Senior,10,23467,1
11578,Full,10,16018,8
11579,Senior,5,8500,9
11580,Senior,15,17731,7
11581,Senior,10,7444,8
11582,Senior,5,22527,3
11583,Junior,10,20469,5
11584,Senior,15,9317,1
11585,Full,10,9114,1
11586,Full,5,18387,4
11587,Full,5,3400,0
11588,Senior,5,21694,0
11589,Senior,10,28835,2
11590,Full,5,17920,0
11591,Junior,10,25231,1
11592,Full,15,21611,2
11593,Full,10,4497,1
11594,Senior,5,6016,8
11595,Senior,15,11323,2
11596,Junior,10,10280,4
11597,Senior,15,9800,3
11598,Junior,10,23018,2
11599,Full,15,8061,0
11600,Senior,15,7387,3
11601,Full,15,24049,1
11602,Full,10,20355,2
11603,Senior,5,7906,9
11604,Full,15,22379,4
11605,Full,10,15713,7
11606,Senior,5,17959,0
11607,Senior,10,1166,1
11608,Full,5,7597,7
11609,Senior,15,16790,6
11610,Senior,5,10246,1
11611,Junior,15,27645,4
11612,Full,10,12490,9
11613,Senior,15,17758,9
11614,Junior,10,7083,9
11615,Senior,5,13593,8
11616,Full,5,27965,5
11617,Senior,15,4513,1
11618,Full,10,20770,9
11619,Senior,5,26094,8
11620,Senior,5,12082,7
11621,Senior,5,14030,0
11622,Junior,15,17276,1
11623,Full,10,28391,3
11624,Full,10,8537,1
11625,Senior,10,24918,8
11626,Full,10,5570,0
11627,Senior,15,14730,9
11628,Junior,10,22699,9
11629,Senior,10,1339,8
11630,Senior,10,5658,4
11631,Senior,5,6227,0
11632,Full,15,3424,7
11633,Senior,15,18205,4
11634,Junior,5,23833,2
11635,Junior,10,27424,9
11636,Senior,5,1380,0
11637,Full,15,20755,1
11638,Senior,15,5871,4
11639,Full,5,13823,7
11640,Full,5,23975,4
11641,Full,10,17162,5
11642,Junior,10,12385,4
11643,Full,5,12427,2
11644,Senior,15,19567,2
11645,Senior,10,3782,9
11646,Senior,10,22452,6
11647,Junior,10,15010,7
11648,Junior,10,28094,4
11649,Senior,5,285,3
11650,Full,10,12127,3
11651,Full,5,29035,8
11652,Junior,15,429,2
11653,Full,10,23219,7
11654,Full,10,4317,0
11655,Full,15,9048,6
11656,Full,10,1368,2
11657,Full,5,15590,4
11658,Senior,10,3185,3
11659,Senior,15,24277,1
11660,Senior,5,26002,6
11661,Junior,5,21362,1
11662,Senior,10,22841,0
11663,Full,10,26545,0
11664,Senior,5,18806,4
11665,Full,15,15203,3
11666,Full,5,18056,3
11667,Full,15,9388,5
11668,Junior,10,13067,8
11669,Senior,5,4786,5
11670,Junior,15,7267,0
11671,Senior,5,15613,9
11672,Junior,5,4301,1
11673,Full,10,22906,1
11674,Full,5,2789,9
11675,Full,5,24822,8
11676,Junior,5,3886,8
11677,Junior,10,16716,7
11678,Senior,15,14051,6
11679,Senior,10,8575,1
11680,Full,10,8049,9
11681,Senior,15,9281,1
11682,Junior,5,12342,0
11683,Full,5,28926,5
11684,Junior,5,28931,5
11685,Senior,15,23834,9
11686,Senior,10,11673,0
11687,Full,5,3338,3
11688,Full,10,7121,2
11689,Junior,10,28049,4
11690,Full,10,3847,9
11691,Senior,15,18688,0
11692,Senior,10,9,6
11693,Senior,10,24478,1
11694,Full,5,4527,0
11695,Junior,10,10049,7
11696,Full,10,22459,7
11697,Junior,15,5121,3
11698,Junior,15,8638,5
11699,Junior,10,6634,0
11700,Senior,5,3432,1
11701,Junior,5,3847,8
11702,Senior,15,10211,1
11703,Senior,5,8929,8
11704,Junior,10,13614,2
11705,Senior,10,13164,1
11706,Junior,10,18065,1
11707,Junior,15,27725,6
11708,Junior,10,27058,7
11709,Senior,5,2203,2
11710,Full,5,24757,7
11711,Full,15,2955,9
11712,Full,5,25056,7
11713,Senior,10,25038,6
11714,Senior,15,29405,8
11715,Senior,5,3945,2
11716,Junior,5,13290,7
11717,Full,10,19908,3
11718,Junior,5,27282,8
11719,Junior,5,24557,8
11720,Junior,10,8967,9
11721,Full,10,19886,9
11722,Senior,10,24782,3
11723,Full,10,17876,1
11724,Junior,15,106,5
11725,Senior,10,6992,1
11726,Full,15,4887,5
11727,Full,10,22477,9
11728,Junior,5,21374,3
11729,Full,5,15783,9
11730,Junior,10,9120,6
11731,Senior,5,21079,6
11732,Full,15,25429,8
11733,Junior,10,8433,3
11734,Junior,5,17108,6
11735,Full,10,11590,0
11736,Junior,15,17177,8
11737,Full,10,9004,8
11738,Full,15,12486,5
11739,Full,15,23657,1
11740,Junior,10,2156,2
11741,Senior,10,26044,2
11742,Senior,10,1871,2
11743,Junior,15,27626,9
11744,Senior,15,29011,7
11745,Senior,15,28075,9
11746,Junior,10,2845,6
11747,Senior,5,29337,6
11748,Junior,10,25901,9
11749,Full,10,6820,4
11750,Senior,5,20987,7
11751,Senior,15,29989,2
11752,Junior,15,24214,5
11753,Senior,5,13956,3
11754,Junior,5,18895,3
11755,Junior,5,23492,7
11756,Full,5,24739,8
11757,Junior,5,20943,7
11758,Junior,5,21474,2
11759,Senior,15,28026,8
11760,Junior,10,23337,0
11761,Junior,5,20831,5
11762,Senior,10,8794,2
11763,Junior,5,29279,9
11764,Junior,10,23196,0
11765,Junior,15,10076,3
11766,Full,10,16745,2
11767,Full,5,24591,9
11768,Senior,10,9285,5
11769,Junior,15,8334,6
11770,Senior,10,26996,1
11771,Senior,5,1979,0
11772,Full,10,18149,1
11773,Junior,15,14896,1
11774,Junior,15,5670,4
11775,Senior,10,14992,4
11776,Senior,5,19022,3
11777,Full,5,7001,0
11778,Full,15,17139,0
11779,Senior,15,22653,2
11780,Full,15,20222,4
11781,Junior,10,457,3
11782,Junior,10,15486,6
11783,Senior,10,11395,1
11784,Full,10,26002,4
11785,Junior,15,16167,6
11786,Full,10,14352,4
11787,Senior,15,14419,9
11788,Full,5,23429,4
11789,Full,10,21332,5
11790,Full,5,18291,6
11791,Junior,10,13311,8
11792,Full,5,3704,0
11793,Senior,5,6972,5
11794,Junior,15,1428,3
11795,Junior,5,24317,5
11796,Junior,5,24650,2
11797,Junior,10,5995,9
11798,Senior,5,6605,8
11799,Senior,10,18155,0
11800,Senior,15,4344,6
11801,Full,15,8535,8
11802,Senior,10,7547,3
11803,Junior,5,7598,1
11804,Senior,15,22353,9
11805,Junior,15,27147,2
11806,Junior,15,16175,9
11807,Senior,5,10092,2
11808,Junior,15,16710,8
11809,Junior,10,14814,9
11810,Senior,15,18099,8
11811,Senior,10,26350,0
11812,Full,10,3067,2
11813,Senior,15,20745,1
11814,Junior,5,26149,1
11815,Junior,10,28627,8
11816,Full,10,15869,8
11817,Full,10,9904,3
11818,Senior,15,2929,0
11819,Full,5,19682,0
11820,Full,10,23241,7
11821,Senior,5,28262,5
11822,Junior,10,15055,5
11823,Full,5,10147,4
11824,Senior,15,25888,9
11825,Full,15,27596,5
11826,Full,15,12851,5
11827,Senior,15,993,6
11828,Full,10,14430,7
11829,Full,15,17708,9
11830,Full,5,10080,7
11831,Full,15,3057,1
11832,Junior,10,5897,5
11833,Senior,10,1706,7
11834,Full,10,8197,0
11835,Junior,15,23990,5
11836,Senior,10,3560,5
11837,Senior,5,17905,9
11838,Junior,10,13698,7
11839,Junior,5,3481,7
11840,Junior,5,4551,6
11841,Junior,5,12825,5
11842,Junior,5,25938,4
11843,Senior,5,3193,3
11844,Full,5,29851,5
11845,Senior,10,25882,8
11846,Full,5,567,6
11847,Full,5,13368,3
11848,Senior,5,20248,1
11849,Senior,15,11912,6
11850,Junior,10,10653,1
11851,Full,15,24282,1
11852,Full,5,19144,4
11853,Junior,10,26969,7
11854,Junior,15,11145,5
11855,Full,15,17789,9
11856,Junior,10,9636,3
11857,Junior,10,5315,9
11858,Junior,5,29126,0
11859,Junior,5,574,6
11860,Junior,15,19095,7
11861,Junior,5,15594,9
11862,Full,15,1625,5
11863,Full,10,15973,2
11864,Senior,15,20962,0
11865,Junior,15,9576,1
11866,Senior,15,18122,6
11867,Senior,5,2037,7
11868,Junior,15,10985,4
11869,Junior,10,29707,6
11870,Junior,10,16253,9
11871,Junior,5,642,6
11872,Full,15,4688,1
11873,Full,10,18127,9
11874,Senior,15,205,6
11875,Full,5,11954,2
11876,Junior,5,1115,0
11877,Junior,5,22422,2
11878,Senior,5,11549,4
11879,Senior,10,22097,1
11880,Junior,15,2710,8
11881,Junior,5,5522,0
11882,Junior,5,27625,3
11883,Full,10,23349,6
11884,Full,5,19379,8
11885,Junior,15,17953,3
11886,Senior,5,22695,8
11887,Junior,5,20510,3
11888,Senior,15,8099,8
11889,Junior,5,18151,5
11890,Full,10,9952,0
11891,Senior,5,110,1
11892,Senior,15,12610,4
11893,Junior,5,7661,4
11894,Senior,15,15172,3
11895,Full,15,6993,3
11896,Junior,5,17979,1
11897,Senior,15,10122,3
11898,Full,15,29091,9
11899,Senior,15,17562,6
11900,Junior,10,21997,4
11901,Senior,10,3293,0
11902,Junior,5,24343,4
11903,Junior,5,6712,1
11904,Full,10,3879,3
11905,Junior,10,11693,5
11906,Full,10,18285,4
11907,Junior,15,21170,9
11908,Junior,10,13015,1
11909,Senior,10,4389,5
11910,Junior,10,17063,7
11911,Senior,5,4899,6
11912,Full,15,19329,2
11913,Senior,5,23904,8
11914,Senior,10,14150,0
11915,Senior,5,3014,6
11916,Senior,5,28921,3
11917,Senior,15,14438,0
11918,Junior,5,15869,4
11919,Full,5,9310,3
11920,Senior,5,2209,7
11921,Junior,10,12339,4
11922,Senior,15,9820,1
11923,Junior,15,5511,9
11924,Full,10,8792,1
11925,Junior,10,20088,3
11926,Junior,5,19056,0
11927,Senior,5,19847,0
11928,Senior,5,278,4
11929,Full,15,11358,7
11930,Junior,5,14971,2
11931,Senior,10,15510,1
11932,Senior,15,28309,0
11933,Junior,5,3319,1
11934,Senior,5,15255,5
11935,Full,15,10397,1
11936,Junior,5,11763,5
11937,Junior,10,27355,1
11938,Senior,10,25072,1
11939,Full,10,21717,7
11940,Junior,10,10861,8
11941,Full,15,8758,1
11942,Full,10,186,4
11943,Senior,10,4343,5
11944,Senior,15,24437,7
11945,Full,5,18054,1
11946,Junior,10,20564,6
11947,Junior,5,13916,5
11948,Junior,10,13244,8
11949,Full,15,25015,8
11950,Senior,10,18103,9
11951,Full,15,24299,8
11952,Senior,10,21485,1
11953,Senior,5,26575,8
11954,Full,15,10315,0
11955,Senior,5,29009,6
11956,Senior,5,24300,0
11957,Junior,15,27410,6
11958,Senior,5,27121,9
11959,Senior,5,4049,1
11960,Full,5,11073,5
11961,Full,10,17553,6
11962,Senior,5,9758,5
11963,Full,15,13373,8
11964,Full,15,13974,8
11965,Junior,5,9993,6
11966,Senior,15,18276,3
11967,Full,15,25075,6
11968,Senior,10,7375,3
11969,Junior,15,18499,2
11970,Full,15,22155,1
11971,Senior,10,13476,7
11972,Full,15,15596,9
11973,Full,15,7934,4
11974,Senior,15,12025,7
11975,Junior,10,22991,1
11976,Full,15,1272,8
11977,Full,10,5209,7
11978,Senior,10,22002,1
11979,Full,15,28184,1
11980,Junior,15,20001,5
11981,Junior,10,3500,7
11982,Full,15,9194,8
11983,Junior,15,21965,7
11984,Senior,15,24251,1
11985,Senior,10,18882,8
11986,Junior,15,22013,9
11987,Full,5,24518,6
11988,Senior,10,4638,5
11989,Senior,10,27273,6
11990,Senior,10,29851,5
11991,Junior,5,26869,8
11992,Junior,10,13424,2
11993,Junior,10,6108,9
11994,Senior,10,2556,3
11995,Senior,15,12845,1
11996,Senior,5,21473,9
11997,Full,10,8710,3
11998,Full,15,7777,1
11999,Full,5,23297,0
12000,Full,15,20434,4
12001,Senior,15,358,9
12002,Full,15,10356,7
12003,Full,15,16181,5
12004,Senior,15,14823,5
12005,Full,15,27050,6
12006,Full,15,15171,0
12007,Junior,5,14867,6
12008,Full,15,15324,9
12009,Senior,15,8541,2
12010,Senior,10,27312,0
12011,Full,15,12468,7
12012,Junior,5,19457,6
12013,Full,5,25723,9
12014,Senior,10,27290,0
12015,Full,5,17250,4
12016,Senior,10,13622,1
12017,Full,15,4137,0
12018,Junior,10,7402,0
12019,Junior,10,22531,8
12020,Full,5,25657,5
12021,Junior,10,23127,0
12022,Full,15,19094,9
12023,Senior,10,10208,5
12024,Senior,5,24706,5
12025,Senior,5,15071,7
12026,Junior,10,5773,3
12027,Senior,15,23800,0
12028,Junior,5,10388,8
12029,Full,15,15533,3
12030,Senior,15,1059,6
12031,Junior,15,14502,4
12032,Full,5,15458,6
12033,Senior,15,11656,8
12034,Full,5,29062,5
12035,Full,10,18750,3
12036,Full,10,18112,4
12037,Full,10,27894,4
12038,Full,15,19490,4
12039,Senior,5,2582,7
12040,Junior,15,6444,3
12041,Junior,15,9568,6
12042,Junior,5,2699,3
12043,Senior,15,21859,4
12044,Junior,10,18696,1
12045,Full,10,13381,8
12046,Senior,5,26675,7
12047,Junior,5,12420,3
12048,Senior,10,1603,6
12049,Junior,5,5349,7
12050,Junior,10,2929,0
12051,Senior,15,15020,4
12052,Senior,10,12311,5
12053,Junior,5,3264,4
12054,Senior,5,24432,8
12055,Full,15,12174,9
12056,Senior,5,25047,8
12057,Full,10,17997,7
12058,Full,5,22920,7
12059,Full,10,21093,0
12060,Full,5,26200,7
12061,Senior,10,7654,9
12062,Full,15,24949,1
12063,Senior,10,21453,5
12064,Junior,5,2368,2
12065,Junior,5,12379,1
12066,Full,5,1026,5
12067,Senior,15,12612,2
12068,Junior,15,6745,8
12069,Senior,5,28872,4
12070,Junior,10,17506,8
12071,Senior,5,28367,9
12072,Junior,5,22363,4
12073,Junior,5,15329,2
12074,Senior,15,12495,9
12075,Junior,10,10221,8
12076,Junior,5,5923,3
12077,Senior,10,29543,6
12078,Junior,10,10332,3
12079,Junior,15,19328,3
12080,Junior,10,12185,7
12081,Junior,10,28163,7
12082,Senior,10,28775,3
12083,Senior,10,21886,7
12084,Senior,10,29062,8
12085,Junior,15,24869,4
12086,Full,10,3365,6
12087,Junior,15,18172,6
12088,Full,5,17178,3
12089,Full,10,10341,1
12090,Senior,5,27472,5
12091,Full,5,12335,0
12092,Junior,10,27299,8
12093,Senior,5,14370,0
12094,Junior,15,17635,8
12095,Full,5,7400,6
12096,Full,15,8457,7
12097,Junior,10,132,6
12098,Senior,10,8662,3
12099,Junior,15,14246,0
12100,Full,15,21998,8
12101,Full,5,12387,8
12102,Full,5,11364,5
12103,Junior,5,11678,0
12104,Full,10,3831,2
12105,Senior,10,22666,0
12106,Junior,5,26311,3
12107,Senior,10,16494,1
12108,Junior,10,25689,8
12109,Full,15,16474,2
12110,Senior,5,6587,4
12111,Full,15,6522,0
12112,Senior,5,13052,7
12113,Full,5,20632,7
12114,Junior,10,297,8
12115,Junior,5,14730,9
12116,Junior,15,16205,4
12117,Full,15,253,7
12118,Senior,15,766,7
12119,Junior,5,4533,7
