Id,TicketType,TicketPrice,ClientId,ZooId
24876,Senior,5,63282,18
24877,Full,10,55230,7
24878,Full,10,31832,16
24879,Full,5,28502,23
24880,Junior,10,74016,5
24881,Full,15,3397,20
24882,Full,10,70173,20
24883,Junior,10,24809,15
24884,Senior,5,27214,11
24885,Senior,5,51978,14
24886,Senior,5,57291,15
24887,Junior,10,34907,2
24888,Junior,5,40534,5
24889,Senior,5,32798,15
24890,Senior,5,4054,23
24891,Junior,10,28082,21
24892,Senior,15,52306,22
24893,Junior,5,72428,22
24894,Senior,15,50989,4
24895,Junior,15,17285,13
24896,Senior,10,45808,2
24897,Junior,15,52186,22
24898,Full,5,43868,2
24899,Junior,5,17129,13
24900,Junior,10,47062,3
24901,Senior,10,73566,7
24902,Junior,10,55578,3
24903,Junior,15,16050,17
24904,Senior,10,32729,19
24905,Senior,15,61896,21
24906,Full,15,14384,18
24907,Senior,5,61638,23
24908,Full,5,64682,24
24909,Junior,5,24273,8
24910,Senior,5,11994,5
24911,Junior,10,12738,20
24912,Full,10,30178,13
24913,Senior,10,22646,7
24914,Senior,10,57013,4
24915,Senior,10,18736,20
24916,Senior,5,43101,4
24917,Junior,15,31209,15
24918,Senior,5,70910,4
24919,Senior,5,17665,14
24920,Full,5,20248,14
24921,Full,5,28243,7
24922,Junior,15,33130,11
24923,Senior,10,68562,14
24924,Junior,10,50011,22
24925,Senior,15,68417,17
24926,Full,15,14220,24
24927,Full,15,64186,16
24928,Full,15,50058,19
24929,Full,10,22680,11
24930,Junior,15,47274,6
24931,Senior,10,8756,16
24932,Full,10,20885,0
24933,Junior,10,69536,14
24934,Full,15,19575,11
24935,Senior,10,40258,12
24936,Senior,15,14820,0
24937,Full,5,49250,1
24938,Senior,10,52129,13
24939,Junior,15,8582,17
24940,Junior,5,12659,11
24941,Junior,15,32547,11
24942,Full,5,3813,17
24943,Junior,10,43957,12
24944,Full,15,71051,19
24945,Full,15,12826,21
24946,Full,15,33960,10
24947,Full,10,49450,4
24948,Junior,15,58503,2
24949,Full,15,34868,1
24950,Full,10,1123,3
24951,Senior,5,61816,18
24952,Senior,5,73605,2
24953,Full,5,10561,9
24954,Full,10,41191,6
24955,Junior,10,66619,13
24956,Junior,10,57709,22
24957,Full,15,39434,20
24958,Full,5,49788,11
24959,Junior,10,10074,19
24960,Junior,10,44215,14
24961,Full,15,10426,12
24962,Senior,10,4034,23
24963,Senior,15,22319,13
24964,Senior,15,19103,24
24965,Junior,10,72433,20
24966,Junior,15,26745,11
24967,Senior,5,32732,12
24968,Full,10,34452,11
24969,Junior,15,2452,23
24970,Senior,15,1530,9
24971,Junior,5,27478,15
24972,Junior,10,2228,10
24973,Senior,10,38271,5
24974,Senior,15,41275,18
24975,Full,15,51347,13
24976,Senior,10,29489,0
24977,Full,10,15076,20
24978,Junior,15,71369,22
24979,Full,15,66720,23
24980,Junior,10,29652,19
24981,Senior,10,74384,7
24982,Senior,5,45414,8
24983,Junior,15,69656,7
24984,Senior,15,30184,12
24985,Senior,10,5642,5
24986,Senior,15,41333,19
24987,Senior,5,22510,9
24988,Full,15,6904,2
24989,Full,5,11807,6
24990,Full,10,27916,10
24991,Junior,15,53658,11
24992,Senior,15,45897,20
24993,Junior,5,15049,4
24994,Junior,5,50857,2
24995,Junior,15,16154,2
24996,Junior,15,21419,5
24997,Full,5,40728,15
24998,Junior,10,6098,3
24999,Junior,15,16260,19
25000,Full,5,17281,19
25001,Full,10,27923,7
25002,Full,5,49296,12
25003,Junior,5,58412,6
25004,Senior,5,53136,19
25005,Full,5,40152,4
25006,Junior,5,74414,1
25007,Junior,15,3293,10
25008,Senior,5,703,10
25009,Full,10,24865,19
25010,Senior,10,30208,22
25011,Senior,10,28605,8
25012,Full,10,23804,9
25013,Junior,5,63521,6
25014,Junior,5,37960,19
25015,Senior,15,42727,8
25016,Senior,15,30857,19
25017,Senior,15,63678,3
25018,Junior,5,71845,20
25019,Senior,5,69035,13
25020,Junior,5,29842,15
25021,Senior,15,53233,17
25022,Full,15,426,18
25023,Full,5,33148,1
25024,Full,5,28059,15
25025,Junior,5,16782,23
25026,Junior,15,71903,15
25027,Full,15,28918,2
25028,Full,10,24216,22
25029,Full,15,44116,6
25030,Full,15,73330,9
25031,Junior,5,20822,8
25032,Senior,10,26949,9
25033,Junior,5,27319,1
25034,Junior,15,22350,0
25035,Full,5,57728,23
25036,Full,10,63924,2
25037,Junior,5,6883,12
25038,Junior,5,74607,16
25039,Full,15,59302,13
25040,Senior,10,70843,16
25041,Full,10,15534,9
25042,Senior,15,40085,15
25043,Full,10,44965,5
25044,Senior,5,5989,8
25045,Junior,5,42265,22
25046,Full,15,25610,6
25047,Full,15,18984,7
25048,Full,15,51602,5
25049,Full,5,10669,23
25050,Junior,15,74456,7
25051,Senior,15,28150,21
25052,Full,15,10044,1
25053,Junior,5,42514,4
25054,Full,5,36509,4
25055,Senior,5,18133,20
25056,Full,15,55326,9
25057,Full,5,74327,3
25058,Full,15,57785,2
25059,Senior,10,45811,18
25060,Senior,5,52701,23
25061,Full,15,44544,20
25062,Junior,15,4980,22
25063,Full,15,38799,16
25064,Senior,15,64809,17
25065,Full,5,55384,1
25066,Junior,5,3140,7
25067,Full,5,3133,19
25068,Senior,10,58434,17
25069,Full,10,7360,11
25070,Junior,5,70027,15
25071,Full,5,38535,5
25072,Full,15,896,21
25073,Junior,5,69727,1
25074,Senior,5,69939,12
25075,Full,15,19,15
25076,Full,5,74084,20
25077,Senior,5,54436,13
25078,Full,15,67360,21
25079,Junior,5,17114,2
25080,Junior,5,62139,2
25081,Senior,5,3879,19
25082,Junior,15,51758,11
25083,Junior,5,53693,8
25084,Junior,15,72903,5
25085,Senior,15,18675,24
25086,Senior,15,23867,4
25087,Senior,15,58264,23
25088,Full,15,41747,22
25089,Full,15,7392,16
25090,Full,15,70320,13
25091,Full,5,9305,9
25092,Full,10,9881,12
25093,Junior,10,15250,16
25094,Senior,5,3591,20
25095,Senior,10,44458,6
25096,Full,5,3161,0
25097,Full,5,34983,23
25098,Junior,15,70184,17
25099,Junior,5,1847,13
25100,Senior,10,18735,7
25101,Full,15,37553,6
25102,Full,15,36920,1
25103,Full,15,70369,19
25104,Senior,5,73779,17
25105,Junior,15,4839,11
25106,Junior,15,67182,23
25107,Senior,5,42040,15
25108,Full,5,58299,0
25109,Senior,10,4154,5
25110,Senior,5,35633,9
25111,Full,10,27603,19
25112,Junior,5,37074,17
25113,Junior,10,6726,13
25114,Full,15,38205,5
25115,Full,5,45999,6
25116,Senior,5,5209,22
25117,Full,5,44613,22
25118,Senior,10,23527,2
25119,Full,5,21399,16
25120,Full,10,66143,11
25121,Senior,10,41780,10
25122,Senior,10,45755,16
25123,Senior,15,51243,23
25124,Junior,5,9033,9
25125,Senior,10,32986,16
25126,Full,10,14830,19
25127,Full,10,37134,24
25128,Senior,5,599,19
25129,Full,15,68285,11
25130,Junior,5,28961,7
25131,Senior,15,47957,13
25132,Full,10,42702,11
25133,Junior,15,74779,24
25134,Junior,15,31539,1
25135,Full,15,61655,3
25136,Junior,15,70339,24
25137,Junior,10,61071,0
25138,Senior,15,13089,24
25139,Junior,10,19770,23
25140,Junior,5,14244,17
25141,Full,5,24348,16
25142,Senior,10,37456,2
25143,Junior,15,72257,20
25144,Senior,15,6047,4
25145,Senior,10,47888,2
25146,Full,10,68044,13
25147,Full,10,30213,3
25148,Full,5,50805,5
25149,Senior,10,20553,1
25150,Senior,5,6488,24
25151,Junior,15,24617,3
25152,Senior,15,15315,2
25153,Senior,10,49445,22
25154,Senior,10,20535,4
25155,Senior,10,53306,12
25156,Senior,5,68671,24
25157,Junior,15,55492,22
25158,Full,15,8598,8
25159,Full,5,70764,1
25160,Junior,5,28808,13
25161,Junior,5,7380,24
25162,Senior,10,17178,10
25163,Full,10,37549,24
25164,Junior,5,14401,3
25165,Senior,10,18058,5
25166,Full,5,32763,4
25167,Junior,5,36811,19
25168,Junior,5,47343,17
25169,Senior,10,44967,2
25170,Senior,5,32507,23
25171,Senior,10,8388,7
25172,Junior,10,41240,7
25173,Full,15,40846,5
25174,Senior,10,52532,13
25175,Junior,5,47525,16
25176,Full,10,32194,0
25177,Junior,10,62402,20
25178,Junior,10,27542,8
25179,Junior,5,5156,18
25180,Full,5,43507,24
25181,Full,5,32656,14
25182,Junior,10,13633,19
25183,Full,5,16368,2
25184,Full,10,58663,18
25185,Full,15,47637,18
25186,Junior,15,10936,3
25187,Junior,5,59358,3
25188,Junior,5,60301,5
25189,Full,10,74262,5
25190,Senior,10,64612,15
25191,Junior,10,63875,15
25192,Full,5,51653,14
25193,Full,5,7770,3
25194,Full,10,74447,13
25195,Full,5,19593,12
25196,Junior,10,24393,16
25197,Full,5,11624,7
25198,Senior,5,52868,24
25199,Full,5,2507,6
25200,Junior,15,40741,0
25201,Full,5,3809,7
25202,Junior,10,1163,21
25203,Junior,5,43068,11
25204,Junior,10,57644,3
25205,Junior,15,42108,16
25206,Full,5,51432,13
25207,Junior,10,29175,11
25208,Full,15,74553,14
25209,Junior,15,29978,0
25210,Junior,10,41589,19
25211,Junior,10,67321,23
25212,Full,5,15873,2
25213,Senior,5,69215,20
25214,Full,5,68860,1
25215,Senior,10,10468,2
25216,Junior,5,16940,19
25217,Senior,15,51073,7
25218,Full,15,53665,0
25219,Senior,10,32168,21
25220,Full,10,74219,13
25221,Junior,15,61092,21
25222,Senior,10,63114,21
25223,Full,10,48125,14
25224,Senior,5,42614,0
25225,Senior,10,47592,23
25226,Junior,5,72672,1
25227,Junior,10,55305,23
25228,Junior,5,64182,2
25229,Full,15,57824,4
25230,Junior,10,43721,2
25231,Full,10,37407,19
25232,Senior,15,57109,9
25233,Junior,5,45308,18
25234,Junior,15,56391,3
25235,Full,10,30525,14
25236,Junior,10,6418,10
25237,Junior,15,22539,5
25238,Full,15,41140,10
25239,Junior,10,8372,13
25240,Full,15,25996,14
25241,Full,15,52413,2
25242,Junior,15,9594,19
25243,Full,5,66411,2
25244,Junior,10,68049,3
25245,Full,10,18674,1
25246,Full,10,42135,1
25247,Full,10,25188,10
25248,Junior,10,9255,21
25249,Junior,15,13490,23
25250,Senior,15,67204,16
25251,Junior,10,10589,15
25252,Junior,10,22027,14
25253,Junior,10,33043,12
25254,Junior,5,39025,4
25255,Full,10,25650,23
25256,Full,15,10697,24
25257,Junior,10,35036,8
25258,Full,15,54806,18
25259,Senior,15,13405,19
25260,Senior,5,14153,7
25261,Full,10,25363,24
25262,Full,15,17412,7
25263,Junior,10,71421,21
25264,Senior,15,25215,1
25265,Full,15,1481,3
25266,Senior,15,24369,0
25267,Senior,5,73816,8
25268,Junior,10,25822,11
25269,Senior,15,41438,2
25270,Junior,15,30943,12
25271,Full,10,44327,2
25272,Senior,10,12964,1
25273,Senior,5,15119,1
25274,Senior,10,19970,7
25275,Full,15,53502,19
25276,Full,10,21573,10
25277,Full,10,61199,3
25278,Junior,15,59083,8
25279,Full,10,29964,2
25280,Senior,15,6245,24
25281,Senior,15,48338,20
25282,Senior,10,22676,17
25283,Full,10,10313,9
25284,Full,15,67283,23
25285,Senior,5,43692,20
25286,Full,10,8997,24
25287,Junior,15,46768,11
25288,Junior,5,45537,20
25289,Senior,10,25709,10
25290,Senior,15,31633,17
25291,Junior,10,32873,1
25292,Senior,10,7328,1
25293,Full,10,52398,14
25294,Full,5,72232,19
25295,Senior,15,2677,8
25296,Junior,5,63075,24
25297,Senior,10,16851,11
25298,Junior,10,45441,23
25299,Full,15,556,14
25300,Junior,15,34410,9
25301,Senior,15,28338,4
25302,Full,15,71215,13
25303,Junior,15,51426,21
25304,Full,10,8609,10
25305,Senior,5,61076,1
25306,Senior,5,15628,15
25307,Full,5,37444,12
25308,Full,5,65387,13
25309,Senior,5,50072,19
25310,Full,10,69503,16
25311,Full,10,72949,12
25312,Full,5,9623,11
25313,Junior,10,45773,13
25314,Junior,5,72834,24
25315,Senior,5,14929,4
25316,Junior,5,19810,5
25317,Junior,5,19871,9
25318,Senior,15,45267,17
25319,Junior,10,17630,15
25320,Junior,10,13525,1
25321,Full,5,60635,14
25322,Junior,15,64762,5
25323,Full,15,43323,2
25324,Full,10,66661,17
25325,Junior,10,31592,0
25326,Junior,15,26422,4
25327,Senior,10,13905,2
25328,Junior,15,19055,5
25329,Senior,5,11115,3
25330,Full,15,28661,1
25331,Senior,15,50905,2
25332,Full,10,25854,11
25333,Senior,15,73792,6
25334,Senior,15,43147,15
25335,Full,15,47353,13
25336,Senior,5,18526,19
25337,Senior,10,48865,14
25338,Senior,5,9677,23
25339,Senior,10,57614,22
25340,Senior,10,24970,0
25341,Full,15,1695,24
25342,Full,5,53829,19
25343,Senior,5,55945,18
25344,Full,15,67851,17
25345,Senior,5,5616,1
25346,Senior,5,57257,9
25347,Senior,5,23846,22
25348,Full,5,31808,3
25349,Junior,10,239,24
25350,Senior,15,32232,6
25351,Senior,15,30530,17
25352,Full,15,67387,1
25353,Senior,10,45002,3
25354,Full,5,19285,19
25355,Senior,10,26675,20
25356,Senior,10,59027,22
25357,Full,10,17843,17
25358,Full,10,39068,20
25359,Junior,5,27001,5
25360,Junior,15,27209,21
25361,Junior,5,14805,4
25362,Junior,5,65034,22
25363,Senior,15,14053,9
25364,Senior,10,39524,3
25365,Junior,15,69970,19
25366,Junior,10,2152,3
25367,Junior,15,51499,0
25368,Senior,5,7052,12
25369,Senior,15,70700,3
25370,Full,10,21995,6
25371,Junior,5,40475,11
25372,Full,15,34874,5
25373,Full,10,22462,20
25374,Junior,15,36074,24
25375,Junior,5,15170,21
25376,Senior,5,21380,15
25377,Senior,15,74187,4
25378,Full,15,47608,18
25379,Full,15,13918,24
25380,Junior,10,299,8
25381,Junior,15,58831,11
25382,Senior,10,57670,3
25383,Full,15,32611,12
25384,Full,10,58867,22
25385,Senior,5,47579,14
25386,Senior,10,62116,16
25387,Senior,15,71281,6
25388,Junior,15,6693,8
25389,Junior,10,11875,14
25390,Senior,10,21109,11
25391,Senior,10,7200,6
25392,Full,10,32972,23
25393,Full,15,10453,4
25394,Full,10,32319,10
25395,Full,10,39729,5
25396,Full,10,24112,10
25397,Full,5,13910,7
25398,Junior,5,1432,19
25399,Senior,15,65000,17
25400,Senior,10,2331,2
25401,Full,5,54621,22
25402,Senior,5,17881,13
25403,Full,10,40873,22
25404,Senior,15,44696,0
25405,Full,5,65561,14
25406,Junior,10,23223,24
25407,Full,15,14124,2
25408,Full,10,48795,10
25409,Full,10,57281,21
25410,Full,10,66611,1
25411,Junior,15,53903,22
25412,Senior,5,24310,8
25413,Senior,10,5587,9
25414,Senior,15,9640,5
25415,Junior,5,339,10
25416,Full,10,7491,24
25417,Junior,10,48925,15
25418,Full,15,55406,9
25419,Senior,10,20020,17
25420,Full,10,63040,1
25421,Full,15,14871,15
25422,Full,15,33161,17
25423,Senior,15,73826,23
25424,Senior,10,67039,4
25425,Full,5,32248,7
25426,Junior,15,6719,3
25427,Junior,5,29873,8
25428,Senior,10,2131,13
25429,Senior,5,44326,17
25430,Junior,5,137,4
25431,Junior,5,30458,21
25432,Junior,10,73108,7
25433,Full,5,4437,11
25434,Junior,5,58401,6
25435,Senior,10,9602,12
25436,Senior,10,10518,1
25437,Junior,10,67516,15
25438,Full,5,61054,5
25439,Senior,10,65743,5
25440,Junior,10,21216,23
25441,Junior,10,6334,2
25442,Junior,15,51426,24
25443,Senior,5,1115,9
25444,Full,10,5023,13
25445,Senior,5,44775,1
25446,Full,15,20160,23
25447,Junior,10,58724,14
25448,Junior,5,42707,18
25449,Full,15,68089,16
25450,Senior,10,18696,0
25451,Full,10,5545,20
25452,Senior,10,69523,8
25453,Junior,5,35299,24
25454,Senior,10,13758,24
25455,Junior,10,39581,1
25456,Full,15,55836,0
25457,Full,5,12881,17
25458,Full,15,22074,6
25459,Junior,15,62177,7
25460,Full,15,65821,9
25461,Senior,10,32835,18
25462,Full,10,65624,10
25463,Junior,5,9430,13
25464,Full,5,13467,24
25465,Full,15,1298,6
25466,Senior,15,69737,16
25467,Junior,15,1991,2
25468,Full,15,64245,16
25469,Senior,5,68714,9
25470,Senior,10,7374,5
25471,Full,5,23526,13
25472,Full,15,1887,9
25473,Junior,15,66859,5
25474,Senior,10,5607,24
25475,Senior,15,26647,15
25476,Junior,15,28483,23
25477,Senior,5,14825,17
25478,Junior,5,22799,21
25479,Senior,10,477,14
25480,Senior,15,37961,12
25481,Junior,15,56712,21
25482,Senior,5,44915,24
25483,Senior,5,63918,5
25484,Full,10,10540,6
25485,Full,15,66751,4
25486,Full,15,61862,17
25487,Senior,15,61295,23
25488,Senior,15,9264,3
25489,Junior,5,14401,2
25490,Senior,15,45013,24
25491,Senior,15,6418,2
25492,Full,5,69950,14
25493,Senior,5,8025,7
25494,Full,5,40336,1
25495,Full,15,40751,24
25496,Full,5,25652,23
25497,Senior,15,8540,9
25498,Junior,10,52455,1
25499,Full,10,38683,18
25500,Full,15,39742,7
25501,Junior,15,41185,7
25502,Senior,5,47704,12
25503,Junior,15,19269,24
25504,Full,15,47391,1
25505,Junior,10,5421,14
25506,Full,5,31841,2
25507,Full,5,42353,21
25508,Full,15,37832,10
25509,Junior,5,49047,4
25510,Junior,10,56729,19
25511,Junior,10,45946,6
25512,Senior,10,11629,13
25513,Senior,15,3187,7
25514,Senior,5,40981,4
25515,Full,15,31224,1
25516,Full,15,61681,5
25517,Junior,15,47553,9
25518,Junior,5,41362,7
25519,Senior,10,4380,1
25520,Full,15,31475,24
25521,Senior,5,33617,5
25522,Senior,10,3882,12
25523,Senior,5,22439,15
25524,Junior,15,26678,16
25525,Senior,10,46587,2
25526,Full,10,40322,0
25527,Full,15,35528,5
25528,Junior,10,70228,20
25529,Junior,15,58433,13
25530,Senior,15,9072,7
25531,Junior,5,22598,11
25532,Junior,10,14706,15
25533,Full,15,9366,14
25534,Junior,15,13855,16
25535,Senior,10,60079,20
25536,Senior,15,12393,14
25537,Full,5,28314,12
25538,Senior,10,11502,3
25539,Junior,15,55114,20
25540,Senior,5,56784,11
25541,Senior,15,53470,22
25542,Full,10,39438,23
25543,Senior,15,70454,17
25544,Junior,5,70407,0
25545,Full,10,66238,0
25546,Senior,5,14318,9
25547,Senior,5,58987,24
25548,Senior,10,44020,11
25549,Junior,15,38076,7
25550,Junior,15,56580,9
25551,Senior,10,36977,24
25552,Full,10,17241,16
25553,Senior,5,1374,23
25554,Full,15,57944,1
25555,Full,5,27132,9
25556,Full,10,50349,12
25557,Senior,5,25962,8
25558,Senior,5,74601,12
25559,Senior,10,45385,19
25560,Junior,15,26611,12
25561,Junior,15,26014,2
25562,Senior,15,51748,10
25563,Junior,5,16146,16
25564,Junior,10,30366,9
25565,Junior,15,43646,12
25566,Full,15,55899,20
25567,Senior,10,21515,0
25568,Junior,5,23183,22
25569,Senior,10,12222,13
25570,Full,10,72146,10
25571,Full,5,34482,12
25572,Junior,15,33635,7
25573,Full,15,25125,8
25574,Senior,15,63618,5
25575,Junior,10,18472,5
25576,Junior,10,23400,15
25577,Junior,10,33678,4
25578,Full,15,62540,15
25579,Junior,5,13179,14
25580,Full,15,26933,6
25581,Senior,5,48801,17
25582,Senior,10,73022,10
25583,Full,10,56731,16
25584,Full,5,49243,2
25585,Junior,10,53166,15
25586,Junior,5,32265,14
25587,Full,15,18797,19
25588,Full,10,26380,14
25589,Senior,5,21507,20
25590,Junior,15,71275,21
25591,Senior,5,56288,8
25592,Senior,5,56498,10
25593,Senior,5,6160,13
25594,Full,15,65237,22
25595,Junior,5,33640,23
25596,Full,15,65414,9
25597,Senior,15,56750,18
25598,Junior,5,69340,10
25599,Junior,5,17330,18
25600,Senior,10,730,21
25601,Full,10,68226,13
25602,Junior,5,34339,8
25603,Full,5,71182,2
25604,Senior,15,43107,12
25605,Full,15,65215,5
25606,Junior,10,23794,9
25607,Senior,10,69573,22
25608,Full,5,33280,13
25609,Full,5,42998,9
25610,Junior,5,60100,7
25611,Junior,5,12933,20
25612,Junior,5,73896,11
25613,Full,5,6033,1
25614,Junior,15,41392,22
25615,Junior,10,27860,13
25616,Full,10,38173,4
25617,Junior,5,18520,12
25618,Junior,5,51565,21
25619,Full,10,70442,1
25620,Full,10,52320,7
25621,Full,10,22817,18
25622,Senior,5,52870,18
25623,Full,5,58332,24
25624,Full,15,1112,23
25625,Junior,10,32979,6
25626,Junior,5,15882,7
25627,Full,15,50225,19
25628,Full,15,15052,22
25629,Senior,10,73458,18
25630,Full,5,74949,19
25631,Senior,15,33781,16
25632,Full,10,74210,7
25633,Full,15,53086,6
25634,Junior,15,20982,14
25635,Junior,5,21415,10
25636,Junior,10,19635,21
25637,Senior,15,5567,11
25638,Senior,15,30592,8
25639,Senior,5,60379,7
25640,Full,15,69138,6
25641,Full,10,39430,2
25642,Senior,10,18790,2
25643,Senior,10,43524,13
25644,Senior,5,28186,7
25645,Senior,5,9206,12
25646,Junior,10,14839,12
25647,Senior,5,1309,15
25648,Full,5,54181,11
25649,Junior,10,27214,8
25650,Full,15,56002,2
25651,Full,10,62183,7
25652,Senior,15,72309,22
25653,Senior,10,59457,16
25654,Full,10,57632,15
25655,Full,10,30171,10
25656,Junior,15,55815,9
25657,Junior,15,19285,11
25658,Senior,15,58112,0
25659,Junior,15,35147,0
25660,Senior,15,72676,22
25661,Senior,10,32787,8
25662,Junior,10,39507,4
25663,Junior,15,69042,16
25664,Junior,15,5607,6
25665,Full,15,11297,11
25666,Full,5,2433,1
25667,Full,10,20385,24
25668,Senior,10,59699,16
25669,Senior,15,45601,21
25670,Senior,10,26289,3
25671,Full,5,5100,11
25672,Full,10,40481,19
25673,Senior,5,40619,15
25674,Full,5,20283,13
25675,Junior,15,51606,7
25676,Senior,10,30761,13
25677,Junior,10,8862,12
25678,Junior,10,71945,6
25679,Junior,10,42276,20
25680,Junior,5,38578,19
25681,Senior,10,23261,8
25682,Junior,10,36203,5
25683,Junior,15,36355,3
25684,Senior,10,26915,4
25685,Senior,10,69174,12
25686,Junior,15,37211,16
25687,Full,15,56005,24
25688,Full,15,31307,10
25689,Junior,15,11591,3
25690,Full,10,44358,19
25691,Senior,15,51308,13
25692,Full,10,1540,21
25693,Senior,10,28611,19
25694,Full,15,51764,0
25695,Full,10,68482,17
25696,Senior,5,37269,23
25697,Junior,15,7346,21
25698,Full,10,28954,13
25699,Senior,5,68929,24
25700,Junior,15,35204,10
25701,Senior,5,54202,6
25702,Full,10,9712,13
25703,Senior,10,57070,8
25704,Senior,10,12974,18
25705,Junior,5,49615,18
25706,Full,5,59781,15
25707,Full,15,45338,16
25708,Full,15,233,9
25709,Senior,10,14471,0
25710,Senior,5,508,1
25711,Senior,15,32077,1
25712,Full,10,25560,14
25713,Full,15,58335,13
25714,Full,10,51595,10
25715,Full,15,34507,12
25716,Junior,5,32077,18
25717,Junior,5,12560,12
25718,Full,10,64106,24
25719,Senior,10,65750,2
25720,Full,10,11534,12
25721,Full,15,40046,9
25722,Junior,15,19105,19
25723,Junior,15,71368,24
25724,Senior,15,37997,6
25725,Full,5,22197,4
25726,Senior,5,21905,23
25727,Senior,15,54254,15
25728,Senior,5,44307,12
25729,Senior,5,29600,19
25730,Senior,10,64515,23
25731,Junior,5,43578,1
25732,Full,15,20004,21
25733,Junior,5,47428,5
25734,Full,5,54546,22
25735,Junior,15,34319,19
25736,Senior,15,58323,3
25737,Full,5,72844,10
25738,Full,15,70187,17
25739,Senior,15,40557,13
25740,Full,5,58936,23
25741,Full,5,54285,13
25742,Full,15,22227,20
25743,Junior,5,33774,24
25744,Full,15,54530,17
25745,Full,15,44106,21
25746,Junior,10,67378,20
25747,Full,10,15256,21
25748,Junior,10,63925,4
25749,Junior,5,2441,24
25750,Full,10,48209,0
25751,Junior,15,63572,9
25752,Junior,15,64311,0
25753,Junior,15,43054,5
25754,Full,5,8194,18
25755,Senior,10,35335,2
25756,Senior,10,40423,0
25757,Senior,5,13409,20
25758,Junior,5,29065,5
25759,Full,5,20725,14
25760,Full,15,20647,11
25761,Junior,5,58614,24
25762,Junior,10,18705,1
25763,Full,15,14754,17
25764,Junior,5,1245,5
25765,Senior,5,26018,10
25766,Senior,5,35053,22
25767,Junior,10,35359,4
25768,Senior,15,44580,9
25769,Full,15,56376,18
25770,Full,5,3798,13
25771,Senior,10,67010,14
25772,Senior,5,12624,5
25773,Senior,10,61028,19
25774,Junior,5,66661,0
25775,Junior,15,56683,0
25776,Junior,15,23499,5
25777,Full,5,65409,22
25778,Junior,15,38423,9
25779,Junior,5,56459,17
25780,Junior,15,15774,7
25781,Full,15,54029,13
25782,Full,15,58268,22
25783,Senior,15,39029,2
25784,Junior,10,30603,15
25785,Junior,5,7735,0
25786,Junior,5,3338,15
25787,Junior,10,62574,8
25788,Senior,10,40038,22
25789,Full,10,60272,23
25790,Senior,15,12399,12
25791,Junior,15,19074,6
25792,Senior,5,51551,2
25793,Full,10,29977,22
25794,Full,10,66237,17
25795,Junior,5,38286,9
25796,Full,10,13364,5
25797,Senior,15,28358,19
25798,Junior,15,53757,9
25799,Senior,15,63230,19
25800,Full,15,55059,4
25801,Full,15,24602,13
25802,Full,5,42618,19
25803,Full,10,64031,13
25804,Senior,10,64397,4
25805,Senior,10,2310,24
25806,Junior,15,40189,5
25807,Full,10,18985,13
25808,Senior,15,2425,0
25809,Senior,10,29646,16
25810,Full,5,22269,13
25811,Junior,10,12284,9
25812,Junior,5,1680,22
25813,Junior,10,16335,17
25814,Senior,15,29137,23
25815,Senior,5,11350,14
25816,Junior,5,41172,1
25817,Full,5,1544,16
25818,Senior,10,41783,13
25819,Senior,10,57720,19
25820,Junior,5,45295,4
25821,Full,10,8282,19
25822,Senior,10,17005,14
25823,Junior,10,54994,18
25824,Junior,15,24597,2
25825,Junior,10,63421,10
25826,Junior,5,60777,3
25827,Senior,10,55677,19
25828,Senior,10,49756,0
25829,Junior,5,11487,21
25830,Junior,15,64980,4
25831,Senior,15,63495,1
25832,Full,5,11090,11
25833,Full,5,49744,16
25834,Junior,5,64131,15
25835,Junior,10,21247,16
25836,Senior,10,31223,20
25837,Senior,10,24423,13
25838,Junior,5,53981,10
25839,Full,15,64773,24
25840,Full,10,30457,13
25841,Full,15,69093,9
25842,Junior,15,45621,13
25843,Senior,5,40295,5
25844,Senior,10,12789,14
25845,Full,10,44073,15
25846,Full,5,17471,20
25847,Junior,10,56091,2
25848,Senior,5,16292,8
25849,Full,10,19619,24
25850,Junior,5,11021,17
25851,Junior,15,55293,5
25852,Junior,10,30009,13
25853,Junior,5,9356,13
25854,Junior,5,36367,6
25855,Full,15,31431,2
25856,Full,15,13757,4
25857,Senior,10,4237,7
25858,Full,10,12248,4
25859,Junior,15,1120,19
25860,Full,15,68011,3
25861,Full,15,73491,3
25862,Full,15,26072,22
25863,Senior,10,27196,7
25864,Junior,5,27179,5
25865,Full,10,19890,23
25866,Full,10,3816,19
25867,Full,10,26053,5
25868,Junior,15,64695,13
25869,Junior,10,74597,4
25870,Full,5,37706,15
25871,Full,15,13566,18
25872,Full,10,23412,5
25873,Full,10,17331,18
25874,Full,5,41875,11
25875,Junior,5,20114,14
25876,Senior,5,43186,9
25877,Full,10,29135,9
25878,Senior,5,24492,0
25879,Senior,15,24046,19
25880,Junior,5,54431,7
25881,Senior,5,53717,22
25882,Junior,10,54480,22
25883,Full,5,13633,9
25884,Full,5,12121,24
25885,Senior,15,9424,5
25886,Full,5,37185,9
25887,Senior,10,10088,10
25888,Junior,15,8181,19
25889,Senior,10,9599,16
25890,Junior,5,18320,21
25891,Junior,15,57057,19
25892,Junior,10,41846,2
25893,Senior,15,44713,2
25894,Senior,10,10696,7
25895,Full,15,6692,17
25896,Senior,10,15423,18
25897,Junior,15,32866,16
25898,Junior,10,20523,18
25899,Full,10,33511,23
25900,Full,5,67865,24
